Review,Timestamp,Product Name
"Thankyou so much Amazon India to buy my dream smartphone of our doorstep . Product is good, Delivery person is good and helpful behaviour activity, Perfect price of all retail smartphone shop , easy handling .",2025-02-02,mobile
"Processor- Slow processor but i guess you cant ask for much in this price bracket, the UI is smooth most of the time and its good enough to use social media apps and to watch videos and allCamera- Not very good but well we cant ask for much in this price range.Screen- Its actually really good for normal day to day usage, the colours and the sharpness is very decent,  i dont like the inclusion of thick bezels but i guess again its the price segment so cant ask for much, viewing angles are kinda badBattery- will last you a whole day if you try, it couldve been better thoBuild- Its solid, yes it makes the phone heavy and bulky but yeah its solid and has a good in hand feeling",2024-12-03,mobile
"I've been using this Samsung phone for a bit, and here's the lowdown. Considering it costs around ₹6,500-₹7,000, I think it's a pretty great deal.Sure, there are some compromises. No fingerprint sensor (the face unlock compensates some what for that), and yeah, not having a charger in the box is a bit of a hassle if you don't already have one. The speakers could be better, and a Full HD display would've been nice.But let's be real, at this price point, you can't expect perfection. If you're like me and just need a reliable phone for everyday stuff – calls, texts, social media, and some streaming – this phone gets the job done.Gaming enthusiasts might want to look elsewhere, but for casual users, I think this Samsung device is a solid choice.Would I recommend? Absolutely, for basic usage.",2024-10-11,mobile
Phone quality ✅Battery life ✅Camera ✅Sound ✅No heating issueOverall performance ✅Unfortunately Received with  a very small dent on arrival 🥹( not much eyecatching so didnot bother To replace )Good mobile for sedate users.Great for Elders,2025-02-06,mobile
Small budget Nice phone,2025-02-05,mobile
"LOOKS ARE GOOD, CAMERA IS WORKING FINE. OVERALL GOOD PHONE IN BUDGET. SOME TIMES SHOWS CHARGING ISSUE WITH OTHER CHARGERS. WHEN SWITCH OFF IS CHARGING AND WHEN ON IS NOT WORKING.",2025-01-25,mobile
"I recently purchased the Samsung Galaxy M05 for just under INR 6500, and I must say, I am very impressed! For the price, this phone is an absolute steal and offers incredible value for money.The large display is a real highlight, providing a great viewing experience for day-to-day tasks. Despite being a budget phone, it has a premium feel in hand, which is a pleasant surprise. The build quality is solid, and it doesn’t feel cheap.Battery life is outstanding! It lasts all day with moderate use, and I don’t have to worry about charging frequently. Whether you're browsing the web, checking social media, or streaming videos, it gets the job done efficiently.While it's not a phone meant for heavy tasks like gaming or intensive apps, it excels at handling basic jobs like calling, texting, browsing, and light media consumption. It's perfect if you're looking for a reliable phone for everyday use without breaking the bank.Overall, I’m really happy with my purchase. If you're looking for a budget phone that does the essentials really well, the Samsung Galaxy M05 is an excellent choice!",2025-01-04,mobile
All I can say it's worth it considering that PriceYou can't expect High range Performance in 7k Budget mobilesLet's talk About Mobile- Big Screen Looks good- Build-in Quality is Good- Battery is Good- Camera Quality Below Avg they said 50mp expected more but it's below avg- Processing is Above AvgIt's good for Normal Use not for heavy use,2025-01-14,mobile
"Thankyou so much Amazon India to buy my dream smartphone of our doorstep . Product is good, Delivery person is good and helpful behaviour activity, Perfect price of all retail smartphone shop , easy handling .",2025-02-02,mobile
"Processor- Slow processor but i guess you cant ask for much in this price bracket, the UI is smooth most of the time and its good enough to use social media apps and to watch videos and allCamera- Not very good but well we cant ask for much in this price range.Screen- Its actually really good for normal day to day usage, the colours and the sharpness is very decent,  i dont like the inclusion of thick bezels but i guess again its the price segment so cant ask for much, viewing angles are kinda badBattery- will last you a whole day if you try, it couldve been better thoBuild- Its solid, yes it makes the phone heavy and bulky but yeah its solid and has a good in hand feeling",2024-12-03,mobile
"I've been using this Samsung phone for a bit, and here's the lowdown. Considering it costs around ₹6,500-₹7,000, I think it's a pretty great deal.Sure, there are some compromises. No fingerprint sensor (the face unlock compensates some what for that), and yeah, not having a charger in the box is a bit of a hassle if you don't already have one. The speakers could be better, and a Full HD display would've been nice.But let's be real, at this price point, you can't expect perfection. If you're like me and just need a reliable phone for everyday stuff – calls, texts, social media, and some streaming – this phone gets the job done.Gaming enthusiasts might want to look elsewhere, but for casual users, I think this Samsung device is a solid choice.Would I recommend? Absolutely, for basic usage.",2024-10-11,mobile
Phone quality ✅Battery life ✅Camera ✅Sound ✅No heating issueOverall performance ✅Unfortunately Received with  a very small dent on arrival 🥹( not much eyecatching so didnot bother To replace )Good mobile for sedate users.Great for Elders,2025-02-06,mobile
Small budget Nice phone,2025-02-05,mobile
"LOOKS ARE GOOD, CAMERA IS WORKING FINE. OVERALL GOOD PHONE IN BUDGET. SOME TIMES SHOWS CHARGING ISSUE WITH OTHER CHARGERS. WHEN SWITCH OFF IS CHARGING AND WHEN ON IS NOT WORKING.",2025-01-25,mobile
"The OnePlus Nord CE4 Lite 5G emerges as a compelling mid-range smartphone that offers excellent value for budget-conscious consumers. Here's a detailed breakdown of its key strengths and minor limitations:Standout Features:- Battery Performance: Exceptional 5,500 mAh battery that easily lasts a full day, complemented by blazing-fast 80W SUPERVOOC charging- Display: Bright 6.67-inch AMOLED screen with 120Hz refresh rate, offering smooth and vibrant visuals- Camera: Decent 50MP Sony LYT-600 primary camera with good daylight performancePros:- Long-lasting battery life- Fast charging capability- Bright AMOLED display- Affordable pricing- OxygenOS 14 based on Android 14- Expandable storage up to 2TBCons:- Uses an older Snapdragon 695 processor- Limited video recording to 1080p- No wireless charging- Only two rear cameras with a basic 2MP depth sensorFinal Verdict: The OnePlus Nord CE4 Lite 5G is an excellent choice for users seeking a reliable, budget-friendly smartphone with strong battery performance and a smooth user experience. It may not be revolutionary, but it delivers solid value for everyday use.",2025-01-18,mobile
My review :Performance [ 4/5 ] - Gaming Performance good but you'll see some frame drops and lag somewhere while using but a great gaming experience at this price.Camera [ 3/5 ] - Very limit features in camera app and quality is also not good and you'll find better options in market at 20k.Battery [ 5/5 ] - Awesome battery life and 80w fast charging is crazy and will take about 40m-60m for 0-100%.Display [ 4.5/5 ] - Good display quality in this price segment.Software [ 4/5 ] - Somewhere a decent ui experience but if you are looking for a good ui then Samsung ofc will be the best option.Conclusion - If you are looking for a phone for normal use and don't use camera that much then it's a great choice but OnePlus as a company is not offering you something special  if you buy at by seeing their brand value and it's quite similar to Realme Mobiles.,2024-10-10,mobile
"I recently purchased the OnePlus Nord CE 4 Lite, and it has truly exceeded my expectations, deserving a solid 5-star rating. Here’s a detailed breakdown of why this phone is an excellent choice:Design and Build Quality: The OnePlus Nord CE 4 Lite boasts a sleek, modern design with a premium feel. The materials used are top-notch, giving it a solid and durable build. Its slim profile and lightweight nature make it comfortable to hold and use for extended periods.Display: The phone features a stunning AMOLED display with vibrant colors and sharp resolution. Whether watching videos, playing games, or browsing the web, the visuals are crisp and clear. The high refresh rate adds to the smoothness of the experience, making every interaction buttery smooth.Performance: Powered by the Qualcomm Snapdragon 695 SoC, the OnePlus Nord CE 4 Lite handles everything with ease. From multitasking to running graphic-intensive games, it performs without a hitch. While the processor might not be the latest, it still delivers reliable performance for daily use.Camera: The camera setup is impressive, especially the 50MP main sensor, which captures detailed and vibrant photos even in low light. The wide-angle lens adds versatility, allowing for creative shots. The video recording quality is also top-notch, with stable and clear footage. However, low-light photography could use some improvement.Battery Life: Battery life is outstanding, easily lasting a full day with moderate to heavy use. The 5,500mAh battery ensures you won’t run out of juice during the day. The fast charging feature is a lifesaver, allowing you to quickly top up the battery when needed.Additional Features: The phone has an official IP54 certification for protection against water splashes and dust. The design, inspired by minimalist tones and patterns, gives it a premium look. The 3.5mm audio jack is a bonus for wired earphone users.In conclusion, the OnePlus Nord CE 4 Lite is an excellent smartphone in its price segment. Its design, display, performance, and battery life make it a worthy contender. While it could benefit from a newer processor and improved low-light camera performance, it still offers great value for money. For daily usage, the Nord CE 4 Lite will not disappoint.",2024-09-02,mobile
"OnePlus are the very best manufacturers of mobile devices, bar none.",,mobile
Don't go for this device..am wonder about that in product's it's clearly mentioned that only for sale and warranty in India..then why this seller selling in uae ?🤬waste of time,,mobile
Legit phone,,mobile
العلبه موجود بها الهاتف وكابل الشاحن والشاحن غير موجود وهذا لم اعهده من قبلون بلس دائما موجود الشاحن الاصلي وهذا مايميز هواتف ون بلسلذلك أنا غير سعيد من امازون,,mobile
"Phone looks good, but no phone cover or charger like seen in some reviews",,mobile
"The OnePlus Nord CE4 Lite 5G emerges as a compelling mid-range smartphone that offers excellent value for budget-conscious consumers. Here's a detailed breakdown of its key strengths and minor limitations:Standout Features:- Battery Performance: Exceptional 5,500 mAh battery that easily lasts a full day, complemented by blazing-fast 80W SUPERVOOC charging- Display: Bright 6.67-inch AMOLED screen with 120Hz refresh rate, offering smooth and vibrant visuals- Camera: Decent 50MP Sony LYT-600 primary camera with good daylight performancePros:- Long-lasting battery life- Fast charging capability- Bright AMOLED display- Affordable pricing- OxygenOS 14 based on Android 14- Expandable storage up to 2TBCons:- Uses an older Snapdragon 695 processor- Limited video recording to 1080p- No wireless charging- Only two rear cameras with a basic 2MP depth sensorFinal Verdict: The OnePlus Nord CE4 Lite 5G is an excellent choice for users seeking a reliable, budget-friendly smartphone with strong battery performance and a smooth user experience. It may not be revolutionary, but it delivers solid value for everyday use.",2025-01-18,mobile
My review :Performance [ 4/5 ] - Gaming Performance good but you'll see some frame drops and lag somewhere while using but a great gaming experience at this price.Camera [ 3/5 ] - Very limit features in camera app and quality is also not good and you'll find better options in market at 20k.Battery [ 5/5 ] - Awesome battery life and 80w fast charging is crazy and will take about 40m-60m for 0-100%.Display [ 4.5/5 ] - Good display quality in this price segment.Software [ 4/5 ] - Somewhere a decent ui experience but if you are looking for a good ui then Samsung ofc will be the best option.Conclusion - If you are looking for a phone for normal use and don't use camera that much then it's a great choice but OnePlus as a company is not offering you something special  if you buy at by seeing their brand value and it's quite similar to Realme Mobiles.,2024-10-10,mobile
"I recently purchased the OnePlus Nord CE 4 Lite, and it has truly exceeded my expectations, deserving a solid 5-star rating. Here’s a detailed breakdown of why this phone is an excellent choice:Design and Build Quality: The OnePlus Nord CE 4 Lite boasts a sleek, modern design with a premium feel. The materials used are top-notch, giving it a solid and durable build. Its slim profile and lightweight nature make it comfortable to hold and use for extended periods.Display: The phone features a stunning AMOLED display with vibrant colors and sharp resolution. Whether watching videos, playing games, or browsing the web, the visuals are crisp and clear. The high refresh rate adds to the smoothness of the experience, making every interaction buttery smooth.Performance: Powered by the Qualcomm Snapdragon 695 SoC, the OnePlus Nord CE 4 Lite handles everything with ease. From multitasking to running graphic-intensive games, it performs without a hitch. While the processor might not be the latest, it still delivers reliable performance for daily use.Camera: The camera setup is impressive, especially the 50MP main sensor, which captures detailed and vibrant photos even in low light. The wide-angle lens adds versatility, allowing for creative shots. The video recording quality is also top-notch, with stable and clear footage. However, low-light photography could use some improvement.Battery Life: Battery life is outstanding, easily lasting a full day with moderate to heavy use. The 5,500mAh battery ensures you won’t run out of juice during the day. The fast charging feature is a lifesaver, allowing you to quickly top up the battery when needed.Additional Features: The phone has an official IP54 certification for protection against water splashes and dust. The design, inspired by minimalist tones and patterns, gives it a premium look. The 3.5mm audio jack is a bonus for wired earphone users.In conclusion, the OnePlus Nord CE 4 Lite is an excellent smartphone in its price segment. Its design, display, performance, and battery life make it a worthy contender. While it could benefit from a newer processor and improved low-light camera performance, it still offers great value for money. For daily usage, the Nord CE 4 Lite will not disappoint.",2024-09-02,mobile
"OnePlus are the very best manufacturers of mobile devices, bar none.",,mobile
Don't go for this device..am wonder about that in product's it's clearly mentioned that only for sale and warranty in India..then why this seller selling in uae ?🤬waste of time,,mobile
Legit phone,,mobile
العلبه موجود بها الهاتف وكابل الشاحن والشاحن غير موجود وهذا لم اعهده من قبلون بلس دائما موجود الشاحن الاصلي وهذا مايميز هواتف ون بلسلذلك أنا غير سعيد من امازون,,mobile
"Phone looks good, but no phone cover or charger like seen in some reviews",,mobile
"The OnePlus Nord CE4 Lite 5G emerges as a compelling mid-range smartphone that offers excellent value for budget-conscious consumers. Here's a detailed breakdown of its key strengths and minor limitations:Standout Features:- Battery Performance: Exceptional 5,500 mAh battery that easily lasts a full day, complemented by blazing-fast 80W SUPERVOOC charging- Display: Bright 6.67-inch AMOLED screen with 120Hz refresh rate, offering smooth and vibrant visuals- Camera: Decent 50MP Sony LYT-600 primary camera with good daylight performancePros:- Long-lasting battery life- Fast charging capability- Bright AMOLED display- Affordable pricing- OxygenOS 14 based on Android 14- Expandable storage up to 2TBCons:- Uses an older Snapdragon 695 processor- Limited video recording to 1080p- No wireless charging- Only two rear cameras with a basic 2MP depth sensorFinal Verdict: The OnePlus Nord CE4 Lite 5G is an excellent choice for users seeking a reliable, budget-friendly smartphone with strong battery performance and a smooth user experience. It may not be revolutionary, but it delivers solid value for everyday use.",2025-01-18,mobile
My review :Performance [ 4/5 ] - Gaming Performance good but you'll see some frame drops and lag somewhere while using but a great gaming experience at this price.Camera [ 3/5 ] - Very limit features in camera app and quality is also not good and you'll find better options in market at 20k.Battery [ 5/5 ] - Awesome battery life and 80w fast charging is crazy and will take about 40m-60m for 0-100%.Display [ 4.5/5 ] - Good display quality in this price segment.Software [ 4/5 ] - Somewhere a decent ui experience but if you are looking for a good ui then Samsung ofc will be the best option.Conclusion - If you are looking for a phone for normal use and don't use camera that much then it's a great choice but OnePlus as a company is not offering you something special  if you buy at by seeing their brand value and it's quite similar to Realme Mobiles.,2024-10-10,mobile
"I recently purchased the OnePlus Nord CE 4 Lite, and it has truly exceeded my expectations, deserving a solid 5-star rating. Here’s a detailed breakdown of why this phone is an excellent choice:Design and Build Quality: The OnePlus Nord CE 4 Lite boasts a sleek, modern design with a premium feel. The materials used are top-notch, giving it a solid and durable build. Its slim profile and lightweight nature make it comfortable to hold and use for extended periods.Display: The phone features a stunning AMOLED display with vibrant colors and sharp resolution. Whether watching videos, playing games, or browsing the web, the visuals are crisp and clear. The high refresh rate adds to the smoothness of the experience, making every interaction buttery smooth.Performance: Powered by the Qualcomm Snapdragon 695 SoC, the OnePlus Nord CE 4 Lite handles everything with ease. From multitasking to running graphic-intensive games, it performs without a hitch. While the processor might not be the latest, it still delivers reliable performance for daily use.Camera: The camera setup is impressive, especially the 50MP main sensor, which captures detailed and vibrant photos even in low light. The wide-angle lens adds versatility, allowing for creative shots. The video recording quality is also top-notch, with stable and clear footage. However, low-light photography could use some improvement.Battery Life: Battery life is outstanding, easily lasting a full day with moderate to heavy use. The 5,500mAh battery ensures you won’t run out of juice during the day. The fast charging feature is a lifesaver, allowing you to quickly top up the battery when needed.Additional Features: The phone has an official IP54 certification for protection against water splashes and dust. The design, inspired by minimalist tones and patterns, gives it a premium look. The 3.5mm audio jack is a bonus for wired earphone users.In conclusion, the OnePlus Nord CE 4 Lite is an excellent smartphone in its price segment. Its design, display, performance, and battery life make it a worthy contender. While it could benefit from a newer processor and improved low-light camera performance, it still offers great value for money. For daily usage, the Nord CE 4 Lite will not disappoint.",2024-09-02,mobile
"OnePlus are the very best manufacturers of mobile devices, bar none.",,mobile
Don't go for this device..am wonder about that in product's it's clearly mentioned that only for sale and warranty in India..then why this seller selling in uae ?🤬waste of time,,mobile
Legit phone,,mobile
العلبه موجود بها الهاتف وكابل الشاحن والشاحن غير موجود وهذا لم اعهده من قبلون بلس دائما موجود الشاحن الاصلي وهذا مايميز هواتف ون بلسلذلك أنا غير سعيد من امازون,,mobile
"Phone looks good, but no phone cover or charger like seen in some reviews",,mobile
I purchased this for my grandmother for 7500 in sale. I personally appreciate realme to bring this phone at very low price. This phone has a feature that is not even present in a mid range or flagship phone. Its power button being a fingerprint sensor is also a dynamic button. We could specify a function for it like adjusting volume by sliding on power button. It also have a clear hd display which is very bright in direct sunlight. This is the only phone in segment that comes with 10w fast charging. It is so light in weight and we can carry it anywhere comfortably. It is functioning properly without any hang or slowing down. So this is the best phone in the segment with armorshell protection which makes it so durable.,2025-02-06,mobile
"I've been using the realme Narzo N61 (Marble Black, 4GB RAM+64GB Storage) for a few weeks, and while it shows promise, it falls short in some areas.Pros:1. 90Hz Eye Comfort display: Smooth visuals, reduced eye strain.2. IP54 dust and water resistance: Added durability.3. 48-month fluency promise: realme's commitment to software updates.4. Charger included: Convenient.5. Affordable price point.Cons:1. Performance issues: Device can be slow, especially with multitasking.2. Occasional lag and freezing: Frustrating experience.3. Display touch issues: Unresponsive or inaccurate touch registration.4. Limited storage (64GB): May require frequent cleaning or expansion.Key Features:- 6.5"" HD+ display- MediaTek Helio G35 processor- 4GB RAM, 64GB storage (expandable up to 1TB)- 48MP primary camera, 2MP macro, 2MP depth sensor- 5000mAh battery- Android 12 (Realme UI 3.0)Verdict:The realme Narzo N61 has potential, but its performance and display issues hold it back. If you prioritize smooth performance and responsive touch, consider alternatives.Recommendation:Ideal for:- Basic users (calling, texting, social media)- Casual gaming (non-demanding titles)Not recommended for:- Demanding gamers- Multitaskers- Those seeking seamless performanceRating Breakdown:- Display: 3.5/5 (touch issues)- Performance: 3.0/5 (slow, laggy)- Battery: 4.0/5- Camera: 3.5/5- Value: 4.5/5Suggestions for realme:1. Optimize software for better performance.2. Improve display touch sensitivity.3. Consider upgrading storage options.Would I recommend this product? Only for basic users.Please note that this review is based on my personal experience. Your mileage may vary.",2024-11-17,mobile
Nice product,2025-01-26,mobile
Everything is great but has slow internet access like even in high speed wifi the phone can only access slow speeds with buffering internet and only useful for small tasks like social media cannot handle huge tasks like gaming. Screen size is gud. Sound quality could be better but it sounds ok with single speaker,2025-01-13,mobile
"You get option of Disable and uninstall, but you cant uninstall some system apps. They recommend you to install some unnecessary apps and games. Do uncheck them. They say its 90hz refresh rate screen, but you dont get option of switching to 90hz permanently. 60hz option is there and other option is automatic.Build quality is good. Sound quality is decent, charging speed is very slow. Almost 3 hrs for full charge. And UI feels like light version of Realme UI. U dont get all features. May be because its a low budget phone.",2025-01-14,mobile
Best mobile in budget range,2025-01-26,mobile
Good item,2025-02-06,mobile
Touch Screen performance not good ..very slagesh.,2025-01-12,mobile
I purchased this for my grandmother for 7500 in sale. I personally appreciate realme to bring this phone at very low price. This phone has a feature that is not even present in a mid range or flagship phone. Its power button being a fingerprint sensor is also a dynamic button. We could specify a function for it like adjusting volume by sliding on power button. It also have a clear hd display which is very bright in direct sunlight. This is the only phone in segment that comes with 10w fast charging. It is so light in weight and we can carry it anywhere comfortably. It is functioning properly without any hang or slowing down. So this is the best phone in the segment with armorshell protection which makes it so durable.,2025-02-06,mobile
"I've been using the realme Narzo N61 (Marble Black, 4GB RAM+64GB Storage) for a few weeks, and while it shows promise, it falls short in some areas.Pros:1. 90Hz Eye Comfort display: Smooth visuals, reduced eye strain.2. IP54 dust and water resistance: Added durability.3. 48-month fluency promise: realme's commitment to software updates.4. Charger included: Convenient.5. Affordable price point.Cons:1. Performance issues: Device can be slow, especially with multitasking.2. Occasional lag and freezing: Frustrating experience.3. Display touch issues: Unresponsive or inaccurate touch registration.4. Limited storage (64GB): May require frequent cleaning or expansion.Key Features:- 6.5"" HD+ display- MediaTek Helio G35 processor- 4GB RAM, 64GB storage (expandable up to 1TB)- 48MP primary camera, 2MP macro, 2MP depth sensor- 5000mAh battery- Android 12 (Realme UI 3.0)Verdict:The realme Narzo N61 has potential, but its performance and display issues hold it back. If you prioritize smooth performance and responsive touch, consider alternatives.Recommendation:Ideal for:- Basic users (calling, texting, social media)- Casual gaming (non-demanding titles)Not recommended for:- Demanding gamers- Multitaskers- Those seeking seamless performanceRating Breakdown:- Display: 3.5/5 (touch issues)- Performance: 3.0/5 (slow, laggy)- Battery: 4.0/5- Camera: 3.5/5- Value: 4.5/5Suggestions for realme:1. Optimize software for better performance.2. Improve display touch sensitivity.3. Consider upgrading storage options.Would I recommend this product? Only for basic users.Please note that this review is based on my personal experience. Your mileage may vary.",2024-11-17,mobile
Nice product,2025-01-26,mobile
Everything is great but has slow internet access like even in high speed wifi the phone can only access slow speeds with buffering internet and only useful for small tasks like social media cannot handle huge tasks like gaming. Screen size is gud. Sound quality could be better but it sounds ok with single speaker,2025-01-13,mobile
"You get option of Disable and uninstall, but you cant uninstall some system apps. They recommend you to install some unnecessary apps and games. Do uncheck them. They say its 90hz refresh rate screen, but you dont get option of switching to 90hz permanently. 60hz option is there and other option is automatic.Build quality is good. Sound quality is decent, charging speed is very slow. Almost 3 hrs for full charge. And UI feels like light version of Realme UI. U dont get all features. May be because its a low budget phone.",2025-01-14,mobile
Best mobile in budget range,2025-01-26,mobile
Good item,2025-02-06,mobile
Touch Screen performance not good ..very slagesh.,2025-01-12,mobile
I purchased this for my grandmother for 7500 in sale. I personally appreciate realme to bring this phone at very low price. This phone has a feature that is not even present in a mid range or flagship phone. Its power button being a fingerprint sensor is also a dynamic button. We could specify a function for it like adjusting volume by sliding on power button. It also have a clear hd display which is very bright in direct sunlight. This is the only phone in segment that comes with 10w fast charging. It is so light in weight and we can carry it anywhere comfortably. It is functioning properly without any hang or slowing down. So this is the best phone in the segment with armorshell protection which makes it so durable.,2025-02-06,mobile
"I've been using the realme Narzo N61 (Marble Black, 4GB RAM+64GB Storage) for a few weeks, and while it shows promise, it falls short in some areas.Pros:1. 90Hz Eye Comfort display: Smooth visuals, reduced eye strain.2. IP54 dust and water resistance: Added durability.3. 48-month fluency promise: realme's commitment to software updates.4. Charger included: Convenient.5. Affordable price point.Cons:1. Performance issues: Device can be slow, especially with multitasking.2. Occasional lag and freezing: Frustrating experience.3. Display touch issues: Unresponsive or inaccurate touch registration.4. Limited storage (64GB): May require frequent cleaning or expansion.Key Features:- 6.5"" HD+ display- MediaTek Helio G35 processor- 4GB RAM, 64GB storage (expandable up to 1TB)- 48MP primary camera, 2MP macro, 2MP depth sensor- 5000mAh battery- Android 12 (Realme UI 3.0)Verdict:The realme Narzo N61 has potential, but its performance and display issues hold it back. If you prioritize smooth performance and responsive touch, consider alternatives.Recommendation:Ideal for:- Basic users (calling, texting, social media)- Casual gaming (non-demanding titles)Not recommended for:- Demanding gamers- Multitaskers- Those seeking seamless performanceRating Breakdown:- Display: 3.5/5 (touch issues)- Performance: 3.0/5 (slow, laggy)- Battery: 4.0/5- Camera: 3.5/5- Value: 4.5/5Suggestions for realme:1. Optimize software for better performance.2. Improve display touch sensitivity.3. Consider upgrading storage options.Would I recommend this product? Only for basic users.Please note that this review is based on my personal experience. Your mileage may vary.",2024-11-17,mobile
Nice product,2025-01-26,mobile
Everything is great but has slow internet access like even in high speed wifi the phone can only access slow speeds with buffering internet and only useful for small tasks like social media cannot handle huge tasks like gaming. Screen size is gud. Sound quality could be better but it sounds ok with single speaker,2025-01-13,mobile
"You get option of Disable and uninstall, but you cant uninstall some system apps. They recommend you to install some unnecessary apps and games. Do uncheck them. They say its 90hz refresh rate screen, but you dont get option of switching to 90hz permanently. 60hz option is there and other option is automatic.Build quality is good. Sound quality is decent, charging speed is very slow. Almost 3 hrs for full charge. And UI feels like light version of Realme UI. U dont get all features. May be because its a low budget phone.",2025-01-14,mobile
Best mobile in budget range,2025-01-26,mobile
Good item,2025-02-06,mobile
Touch Screen performance not good ..very slagesh.,2025-01-12,mobile
Only thing I want to say at this price point it is a great product. Everything is way above average. I gave to my mom who is a very limited user but it simply works great. At 6000 It surpassed all expectations. It's a customer's delight,2025-02-08,mobile
A great phone to give as a gift at a low cost.,2024-12-29,mobile
This phone offers a good quality in reasonable price range. Performance is good also changing Speed is good. performance is good in this price range. Battery life is very good in this price range. Durable and user friendly also.,2025-01-25,mobile
"it is very laggy and the ads are  a pain to deal with so don't take the 4 gb ram the os it self is buggy and it has no light sensor 😞 it uses the camera the camera bezel is just stupid , then why buy it idk my dad wanted it because it's cheap thats  , buy the samsung m05 it the same price much cheaper around 6500 and has a nice camera and no bezel b.s and cools clean and good os 😄",2024-10-14,mobile
"Look is good and all other features including battery,performance,sound,charging speed,camera are very much low for the price, just for calling and watching youtube this phone is ok, use as a secondary or home phone",2025-01-20,mobile
Item is nice but Bluetooth missing,2025-02-06,mobile
Charger gets heated while charging and also takes an hour to get full charge. Over all phone is performing good and valuable for money,2025-01-26,mobile
Good colour and style Big display worth of many,2025-02-05,mobile
Only thing I want to say at this price point it is a great product. Everything is way above average. I gave to my mom who is a very limited user but it simply works great. At 6000 It surpassed all expectations. It's a customer's delight,2025-02-08,mobile
A great phone to give as a gift at a low cost.,2024-12-29,mobile
